OTU	Size	Taxonomy
Otu1247	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Elsinoaceae(100);g__Sphaceloma(100);s__Sphaceloma_murrayae(100);Sphaceloma_murrayae(100);
Otu1248	4	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_pteridii(100);Acremonium_pteridii(100);
Otu1249	4	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Polyporaceae(100);g__Fomes(100);s__Fomes_fomentarius(100);Fomes_fomentarius(100);
Otu1250	4	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Polyporaceae(100);g__Datronia(100);s__Datronia_mollis(100);Datronia_mollis(100);
Otu1251	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Aureobasidiaceae(100);g__Aureobasidium(100);s__Aureobasidium_melanogenum(100);Aureobasidium_melanogenum(100);
Otu1252	4	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1253	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Dothideaceae(100);g__Dothidea(100);s__Dothidea_sp(100);Dothidea(100);
Otu1254	4	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1255	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu1256	4	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1257	4	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Mrakiaceae(100);g__Itersonilia(100);s__Itersonilia_pastinacae(75);Itersonilia_pastinacae(75);
Otu1258	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Rachicladosporium(100);s__Rachicladosporium_inconspicuum(75);Rachicladosporium_inconspicuum(75);
Otu1259	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Acrodontium(100);s__Acrodontium_pigmentosum(100);Acrodontium_pigmentosum(100);
Otu1260	4	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1261	4	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);f__Pseudeurotiaceae_unclassified(100);f__Pseudeurotiaceae_unclassified(100);f__Pseudeurotiaceae_unclassified(100);
Otu1262	4	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Ramalinaceae(100);g__Lecania(100);s__Lecania_sp(100);Lecania(100);
Otu1263	4	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Parmeliaceae(100);g__Tuckermanopsis(100);s__Tuckermanopsis_chlorophylla(100);Tuckermanopsis_chlorophylla(100);
Otu1264	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Capnodiales_fam_Incertae_sedis(100);g__Microcyclospora(100);s__Microcyclospora_sp(100);Microcyclospora(100);
Otu1265	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiaceae(100);g__Myriangium(100);s__Myriangium_sp(100);Myriangium(100);
Otu1266	4	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Lecanoraceae(100);g__Lecanora(100);s__Lecanora_carpinea(100);Lecanora_carpinea(100);
Otu1267	4	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Parmeliaceae(100);g__Melanohalea(100);s__Melanohalea_olivacea(100);Melanohalea_olivacea(100);
Otu1268	4	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);o__Cystofilobasidiales_unclassified(100);o__Cystofilobasidiales_unclassified(100);o__Cystofilobasidiales_unclassified(100);o__Cystofilobasidiales_unclassified(100);
Otu1269	4	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__unclassified_Tremellales(75);g__unclassified_Tremellales(75);s__Tremellales_sp(75);Tremellales(75);
Otu1270	4	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1271	4	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Microdochiaceae(100);g__Microdochium(100);s__Microdochium_phragmitis(100);Microdochium_phragmitis(100);
Otu1272	4	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__Mollisia(100);s__Mollisia_cinerea(100);Mollisia_cinerea(100);
Otu1273	4	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1274	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Venturiaceae(100);g__Venturia(100);s__Venturia_helvetica(100);Venturia_helvetica(100);
Otu1275	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Torulaceae(100);g__Torula(100);s__Torula_sp(75);Torula(75);
Otu1276	4	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu1277	4	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__unclassified_Tremellales(100);g__unclassified_Tremellales(100);s__Tremellales_sp(100);Tremellales(100);
Otu1278	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__unclassified_Pleosporales(100);g__unclassified_Pleosporales(100);s__Pleosporales_sp(100);Pleosporales(100);
Otu1279	4	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenaceae(100);g__Onygena(100);s__Onygena_equina(100);Onygena_equina(100);
Otu1280	4	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1281	4	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Trechisporales(100);f__Hydnodontaceae(100);g__Trechispora(100);s__Trechispora_byssinella(100);Trechispora_byssinella(100);
Otu1282	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Phaeosphaeria(100);g__Phaeosphaeria_unclassified(100);g__Phaeosphaeria_unclassified(100);
Otu1283	4	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Debaryomycetaceae(100);g__Debaryomyces(100);s__Debaryomyces_sp(100);Debaryomyces(100);
Otu1284	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);o__Venturiales_unclassified(100);o__Venturiales_unclassified(100);o__Venturiales_unclassified(100);o__Venturiales_unclassified(100);
Otu1285	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(67);o__Tremellales_unclassified(67);o__Tremellales_unclassified(67);o__Tremellales_unclassified(67);
Otu1286	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1287	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1288	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu1289	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Dothideaceae(67);g__Coniozyma(67);s__Coniozyma_sp(67);Coniozyma(67);
Otu1290	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Sagenomella(100);s__Sagenomella_alba(100);Sagenomella_alba(100);
Otu1291	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Bisporella(100);s__Bisporella_subpallida(100);Bisporella_subpallida(100);
Otu1292	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Melanommataceae(100);g__Pleotrichocladium(100);s__Pleotrichocladium_opacum(100);Pleotrichocladium_opacum(100);
Otu1293	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);
Otu1294	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Piskurozymaceae(100);g__Piskurozyma(100);g__Piskurozyma_unclassified(100);g__Piskurozyma_unclassified(100);
Otu1295	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu1296	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Elsinoaceae(100);f__Elsinoaceae_unclassified(100);f__Elsinoaceae_unclassified(100);f__Elsinoaceae_unclassified(100);
Otu1297	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1298	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Aureobasidiaceae(100);g__Aureobasidium(100);g__Aureobasidium_unclassified(100);g__Aureobasidium_unclassified(100);
Otu1299	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiaceae(100);g__Myriangium(100);s__Myriangium_sp(100);Myriangium(100);
Otu1300	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Veronaea(100);s__Veronaea_sp(100);Veronaea(100);
Otu1301	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(100);g__Endosporium(100);s__Endosporium_populi-tremuloides(100);Endosporium_populi-tremuloides(100);
Otu1302	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Trichosporonales(100);f__Trichosporonaceae(100);g__Apiotrichum(100);s__Apiotrichum_porosum(100);Apiotrichum_porosum(100);
Otu1303	3	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu1304	3	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu1305	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Tremellaceae(100);g__Tremella(100);s__Tremella_griseola(100);Tremella_griseola(100);
Otu1306	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Knufia(100);s__Knufia_cryptophialidica(100);Knufia_cryptophialidica(100);
Otu1307	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__unclassified_Chaetothyriales(67);g__unclassified_Chaetothyriales(67);s__Chaetothyriales_sp(67);Chaetothyriales(67);
Otu1308	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1309	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);o__Myriangiales_unclassified(100);o__Myriangiales_unclassified(100);o__Myriangiales_unclassified(100);o__Myriangiales_unclassified(100);
Otu1310	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanoromycetes_ord_Incertae_sedis(100);f__Lecanoromycetes_fam_Incertae_sedis(100);g__Sarea(100);s__Sarea_resinae(100);Sarea_resinae(100);
Otu1311	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Cladosporium(67);g__Cladosporium_unclassified(67);g__Cladosporium_unclassified(67);
Otu1312	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Bionectriaceae(100);g__Nectriopsis(100);s__Nectriopsis_violacea(100);Nectriopsis_violacea(100);
Otu1313	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1314	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Cyphellophoraceae(100);g__Cyphellophora(100);g__Cyphellophora_unclassified(100);g__Cyphellophora_unclassified(100);
Otu1315	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Panellus(100);s__Panellus_ringens(100);Panellus_ringens(100);
Otu1316	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);f__Phaeomoniellaceae(67);f__Phaeomoniellaceae_unclassified(67);f__Phaeomoniellaceae_unclassified(67);f__Phaeomoniellaceae_unclassified(67);
Otu1317	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(100);f__Myriangiales_fam_Incertae_sedis_unclassified(100);f__Myriangiales_fam_Incertae_sedis_unclassified(100);f__Myriangiales_fam_Incertae_sedis_unclassified(100);
Otu1318	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Polyporaceae(100);g__Trametes(100);s__Trametes_hirsuta(67);Trametes_hirsuta(67);
Otu1319	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Zymoseptoria(100);g__Zymoseptoria_unclassified(100);g__Zymoseptoria_unclassified(100);
Otu1320	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);
Otu1321	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_sp(100);Oidiodendron(100);
Otu1322	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Friedmanniomyces(100);s__Friedmanniomyces_sp(100);Friedmanniomyces(100);
Otu1323	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Fomitopsidaceae(100);g__Dacryobolus(100);s__Dacryobolus_sp(67);Dacryobolus(67);
Otu1324	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(67);o__Venturiales(67);f__Sympoventuriaceae(67);f__Sympoventuriaceae_unclassified(67);f__Sympoventuriaceae_unclassified(67);f__Sympoventuriaceae_unclassified(67);
Otu1325	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1326	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Rhytismatales(100);f__Rhytismataceae(100);f__Rhytismataceae_unclassified(100);f__Rhytismataceae_unclassified(100);f__Rhytismataceae_unclassified(100);
Otu1327	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);
Otu1328	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);
Otu1329	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Atheliales(100);f__Atheliaceae(100);g__Athelia(100);s__Athelia_decipiens(100);Athelia_decipiens(100);
Otu1330	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__unclassified_Eurotiales(100);g__unclassified_Eurotiales(100);s__Eurotiales_sp(100);Eurotiales(100);
Otu1331	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);f__Teratosphaeriaceae_unclassified(100);f__Teratosphaeriaceae_unclassified(100);f__Teratosphaeriaceae_unclassified(100);
Otu1332	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Mycenastraceae(100);g__Mycenastrum(100);s__Mycenastrum_corium(100);Mycenastrum_corium(100);
Otu1333	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Amphisphaeriaceae(100);f__Amphisphaeriaceae_unclassified(67);f__Amphisphaeriaceae_unclassified(67);f__Amphisphaeriaceae_unclassified(67);
Otu1334	3	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Trichomonascaceae(100);f__Trichomonascaceae_unclassified(67);f__Trichomonascaceae_unclassified(67);f__Trichomonascaceae_unclassified(67);
Otu1335	3	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Erythrobasidiales(100);f__unclassified_Erythrobasidiales(100);g__unclassified_Erythrobasidiales(100);s__Erythrobasidiales_sp(100);Erythrobasidiales(100);
Otu1336	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Xylariaceae(100);g__Barrmaelia(100);s__Barrmaelia_oxyacanthae(100);Barrmaelia_oxyacanthae(100);
Otu1337	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1338	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);
Otu1339	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);
Otu1340	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Amphisphaeriaceae(100);g__Seimatosporium(100);g__Seimatosporium_unclassified(100);g__Seimatosporium_unclassified(100);
Otu1341	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Cladoniaceae(100);g__Cladonia(100);s__Cladonia_deformis(100);Cladonia_deformis(100);
Otu1342	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Amphisphaeriaceae(100);g__Synnemapestaloides(100);s__Synnemapestaloides_sp(100);Synnemapestaloides(100);
Otu1343	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Hypholoma(100);s__Hypholoma_fasciculare(100);Hypholoma_fasciculare(100);
Otu1344	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Sympoventuriaceae(100);g__unclassified_Sympoventuriaceae(100);s__Sympoventuriaceae_sp(100);Sympoventuriaceae(100);
Otu1345	3	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Cystobasidiales(100);f__unclassified_Cystobasidiales(100);g__unclassified_Cystobasidiales(100);s__Cystobasidiales_sp(100);Cystobasidiales(100);
Otu1346	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Capnodiales_fam_Incertae_sedis(100);g__Phaeotheca(100);s__Phaeotheca_fissurella(100);Phaeotheca_fissurella(100);
Otu1347	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Ramalinaceae(100);g__Lecania(100);s__Lecania_cyrtella(100);Lecania_cyrtella(100);
Otu1348	3	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Erythrobasidiales(100);f__unclassified_Erythrobasidiales(100);g__unclassified_Erythrobasidiales(100);s__Erythrobasidiales_sp(100);Erythrobasidiales(100);
Otu1349	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Capnocheirides(100);s__Capnocheirides_sp(100);Capnocheirides(100);
Otu1350	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);
Otu1351	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);
Otu1352	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(67);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);
Otu1353	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Dothideaceae(100);g__Celosporium(100);s__Celosporium_sp(100);Celosporium(100);
Otu1354	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Chaetothyriaceae(100);g__Camptophora(100);s__Camptophora_schimae(100);Camptophora_schimae(100);
Otu1355	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Lecanoraceae(100);f__Lecanoraceae_unclassified(67);f__Lecanoraceae_unclassified(67);f__Lecanoraceae_unclassified(67);
Otu1356	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);
Otu1357	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);o__Myriangiales_unclassified(100);o__Myriangiales_unclassified(100);o__Myriangiales_unclassified(100);o__Myriangiales_unclassified(100);
Otu1358	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(100);g__Chalara(100);s__Chalara_cylindrosperma(100);Chalara_cylindrosperma(100);
Otu1359	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Phanerochaetaceae(100);g__Bjerkandera(100);s__Bjerkandera_adusta(100);Bjerkandera_adusta(100);
Otu1360	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Sympoventuriaceae(100);g__unclassified_Sympoventuriaceae(100);s__Sympoventuriaceae_sp(100);Sympoventuriaceae(100);
Otu1361	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Sorocybe(100);g__Sorocybe_unclassified(100);g__Sorocybe_unclassified(100);
Otu1362	3	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);
Otu1363	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Aureobasidiaceae(100);g__Kabatiella(100);s__Kabatiella_sp(100);Kabatiella(100);
Otu1364	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu1365	3	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Cystobasidiales(100);f__Cystobasidiaceae(100);g__Cystobasidium(100);g__Cystobasidium_unclassified(67);g__Cystobasidium_unclassified(67);
Otu1366	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1367	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
