OTU	Size	Taxonomy
Otu1368	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Auriculariales(100);f__Exidiaceae(100);g__Exidia(100);s__Exidia_thuretiana(100);Exidia_thuretiana(100);
Otu1369	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Rhytismatales(100);f__Rhytismataceae(100);f__Rhytismataceae_unclassified(67);f__Rhytismataceae_unclassified(67);f__Rhytismataceae_unclassified(67);
Otu1370	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);g__Oidiodendron_unclassified(100);g__Oidiodendron_unclassified(100);
Otu1371	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Boletales(100);f__Coniophoraceae(100);g__Coniophora(100);s__Coniophora_arida(100);Coniophora_arida(100);
Otu1372	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_sp(67);Oidiodendron(67);
Otu1373	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Ramalinaceae(100);g__Bacidina(100);g__Bacidina_unclassified(100);g__Bacidina_unclassified(100);
Otu1374	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Mycosymbioces(100);s__Mycosymbioces_sp(67);Mycosymbioces(67);
Otu1375	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Pseudogymnoascus(100);g__Pseudogymnoascus_unclassified(100);g__Pseudogymnoascus_unclassified(100);
Otu1376	3	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Sporidiobolales(100);f__Sporidiobolaceae(100);g__Sporobolomyces(100);s__Sporobolomyces_lactosus(100);Sporobolomyces_lactosus(100);
Otu1377	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecideales(100);f__Lecideaceae(100);g__Lecidea(100);s__Lecidea_albohyalina(100);Lecidea_albohyalina(100);
Otu1378	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Filobasidium(100);s__Filobasidium_chernovii(100);Filobasidium_chernovii(100);
Otu1379	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Pezizella(100);s__Pezizella_sp(100);Pezizella(100);
Otu1380	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);f__Hyaloscyphaceae_unclassified(100);f__Hyaloscyphaceae_unclassified(100);f__Hyaloscyphaceae_unclassified(100);
Otu1381	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(67);f__Herpotrichiellaceae_unclassified(67);f__Herpotrichiellaceae_unclassified(67);
Otu1382	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Mycocaliciales(100);f__Mycocaliciaceae(100);g__Mycocalicium(100);s__Mycocalicium_subtile(100);Mycocalicium_subtile(100);
Otu1383	3	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Umbilicariales(100);f__Elixiaceae(100);g__Elixia(100);g__Elixia_unclassified(100);g__Elixia_unclassified(100);
Otu1384	3	k__Fungi(100);p__Chytridiomycota(100);c__Spizellomycetes(100);o__Spizellomycetales(100);f__Powellomycetaceae(100);g__unclassified_Powellomycetaceae(100);s__Powellomycetaceae_sp(100);Powellomycetaceae(100);
Otu1385	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1386	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);
Otu1387	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Chrysosporium(100);s__Chrysosporium_chiropterorum(100);Chrysosporium_chiropterorum(100);
Otu1388	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Myrmecridiales(100);f__Myrmecridiaceae(100);g__Myrmecridium(100);g__Myrmecridium_unclassified(67);g__Myrmecridium_unclassified(67);
Otu1389	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);f__Myxotrichaceae_unclassified(100);f__Myxotrichaceae_unclassified(100);f__Myxotrichaceae_unclassified(100);
Otu1390	3	k__Fungi(100);p__Basidiomycota(100);c__Spiculogloeomycetes(100);o__unclassified_Spiculogloeomycetes(100);f__unclassified_Spiculogloeomycetes(100);g__unclassified_Spiculogloeomycetes(100);s__Spiculogloeomycetes_sp(100);Spiculogloeomycetes(100);
Otu1391	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1392	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Geomyces(67);s__Geomyces_sp(67);Geomyces(67);
Otu1393	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Periconiaceae(100);g__Periconia(100);g__Periconia_unclassified(100);g__Periconia_unclassified(100);
Otu1394	3	k__Fungi(100);p__Ascomycota(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);
Otu1395	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu1396	3	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliaceae(100);g__Amphosoma(100);s__Amphosoma_persooniae(100);Amphosoma_persooniae(100);
Otu1397	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_dimennae(100);Vishniacozyma_dimennae(100);
Otu1398	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Rutstroemiaceae(100);g__Lambertella(100);s__Lambertella_sp(100);Lambertella(100);
Otu1399	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);o__Onygenales_unclassified(67);o__Onygenales_unclassified(67);o__Onygenales_unclassified(67);o__Onygenales_unclassified(67);
Otu1400	3	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu1401	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Diatrypaceae(100);g__Diatrype(100);s__Diatrype_bullata(100);Diatrype_bullata(100);
Otu1402	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);
Otu1403	3	k__Fungi(100);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);
Otu1404	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_carnescens(100);Vishniacozyma_carnescens(100);
Otu1405	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1406	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);f__Lasiosphaeriaceae_unclassified(100);f__Lasiosphaeriaceae_unclassified(100);f__Lasiosphaeriaceae_unclassified(100);
Otu1407	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(100);g__Endosporium(100);s__Endosporium_populi-tremuloides(100);Endosporium_populi-tremuloides(100);
Otu1408	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(67);g__Oidiodendron_unclassified(67);g__Oidiodendron_unclassified(67);
Otu1409	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Ciliolarina(100);s__Ciliolarina_sp(100);Ciliolarina(100);
Otu1410	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);
Otu1411	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Trechisporales(100);f__Hydnodontaceae(100);g__Trechispora(100);s__Trechispora_sp(100);Trechispora(100);
Otu1412	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1413	3	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);
Otu1414	3	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu1415	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Chionosphaeraceae(100);g__Ballistosporomyces(100);s__Ballistosporomyces_taupoensis(100);Ballistosporomyces_taupoensis(100);
Otu1416	3	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(67);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);c__Cystobasidiomycetes_unclassified(67);
Otu1417	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1418	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Filobasidium(100);s__Filobasidium_wieringae(100);Filobasidium_wieringae(100);
Otu1419	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Melanommataceae(100);g__Fusiconidium(100);s__Fusiconidium_lycopodiellae(100);Fusiconidium_lycopodiellae(100);
Otu1420	3	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);
Otu1421	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Sympoventuriaceae(100);g__Fusicladium(100);g__Fusicladium_unclassified(67);g__Fusicladium_unclassified(67);
Otu1422	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1423	3	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryomycetes_ord_Incertae_sedis(100);o__Microbotryomycetes_ord_Incertae_sedis_unclassified(100);o__Microbotryomycetes_ord_Incertae_sedis_unclassified(100);o__Microbotryomycetes_ord_Incertae_sedis_unclassified(100);o__Microbotryomycetes_ord_Incertae_sedis_unclassified(100);
Otu1424	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);
Otu1425	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);g__Sclerotinia(100);s__Sclerotinia_bulborum(100);Sclerotinia_bulborum(100);
Otu1426	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu1427	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Chrysosporium(100);s__Chrysosporium_merdarium(100);Chrysosporium_merdarium(100);
Otu1428	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Bradymyces(100);s__Bradymyces_alpinus(100);Bradymyces_alpinus(100);
Otu1429	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Dictyosporiaceae(100);g__Pseudocoleophoma(100);g__Pseudocoleophoma_unclassified(100);g__Pseudocoleophoma_unclassified(100);
Otu1430	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1431	3	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu1432	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(67);g__Talaromyces(67);g__Talaromyces_unclassified(67);g__Talaromyces_unclassified(67);
Otu1433	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);g__Valsa(100);s__Valsa_pini(100);Valsa_pini(100);
Otu1434	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Knufia(100);g__Knufia_unclassified(100);g__Knufia_unclassified(100);
Otu1435	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Xylariales_fam_Incertae_sedis(100);g__Tristratiperidium(100);s__Tristratiperidium_microsporum(100);Tristratiperidium_microsporum(100);
Otu1436	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1437	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1438	3	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__unclassified_Capnodiales(100);g__unclassified_Capnodiales(100);s__Capnodiales_sp(100);Capnodiales(100);
Otu1439	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);
Otu1440	3	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_alliacea(100);Mortierella_alliacea(100);
Otu1441	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);p__Ascomycota_unclassified(67);
Otu1442	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Knufia(100);s__Knufia_endospora(100);Knufia_endospora(100);
Otu1443	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Knufia(100);s__Knufia_peltigerae(100);Knufia_peltigerae(100);
Otu1444	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(67);o__Tremellales_unclassified(67);o__Tremellales_unclassified(67);o__Tremellales_unclassified(67);
Otu1445	3	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(67);c__Microbotryomycetes_unclassified(67);c__Microbotryomycetes_unclassified(67);c__Microbotryomycetes_unclassified(67);c__Microbotryomycetes_unclassified(67);
Otu1446	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);o__Onygenales_unclassified(67);o__Onygenales_unclassified(67);o__Onygenales_unclassified(67);o__Onygenales_unclassified(67);
Otu1447	3	k__Fungi(100);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);
Otu1448	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);
Otu1449	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Gamsia(100);g__Gamsia_unclassified(67);g__Gamsia_unclassified(67);
Otu1450	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Pithoascus(100);s__Pithoascus_ater(100);Pithoascus_ater(100);
Otu1451	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu1452	3	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Ruineniaceae(100);g__Ruinenia(100);s__Ruinenia_clavata(100);Ruinenia_clavata(100);
Otu1453	3	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);
Otu1454	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Epibryaceae(100);g__Epibryon(100);s__Epibryon_interlamellare(67);Epibryon_interlamellare(67);
Otu1455	3	k__Fungi(100);p__Basidiomycota(67);p__Basidiomycota_unclassified(67);p__Basidiomycota_unclassified(67);p__Basidiomycota_unclassified(67);p__Basidiomycota_unclassified(67);p__Basidiomycota_unclassified(67);p__Basidiomycota_unclassified(67);
Otu1456	3	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);
Otu1457	3	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Trichomonascaceae(100);g__Blastobotrys(100);s__Blastobotrys_aristata(100);Blastobotrys_aristata(100);
Otu1458	3	k__Fungi(100);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);k__Fungi_unclassified(67);
Otu1459	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(100);g__Bullera(100);s__Bullera_unica(100);Bullera_unica(100);
Otu1460	3	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Exobasidiales(100);o__Exobasidiales_unclassified(67);o__Exobasidiales_unclassified(67);o__Exobasidiales_unclassified(67);o__Exobasidiales_unclassified(67);
Otu1461	3	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu1462	3	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);
